BUS,Zuidplein - Centraal Station,44,RET,15,0
BUS,Zuidplein - Centraal Station,44,RET,15,0
BUS,Zuidplein - Kralingse Zoom,75,RET,187,0
BUS,Hoogvliet M. - Delta - Hoogvliet. M.,79,RET,188,0
BUS,Hoogvliet M. - Delta - Hoogvliet. M.,79,RET,188,0
BUS,Hoogvliet M. - Delta - Hoogvliet. M.,79,RET,188,0
BUS,Kralingse Zoom - Keizerswaard,83,RET,192,0
BUS,Kralingse Zoom - Keizerswaard,83,RET,192,0
BUS,Kralingse Zoom - Keizerswaard,83,RET,192,0
BUS,Capelsebrug - Krimpen a/d IJssel Stormpolder v.v.,96,RET,203,0
BUS,Capelsebrug - Krimpen a/d IJssel,98,RET,205,0
BUS,Capelsebrug - Krimpen a/d IJssel,98,RET,205,0
BUS,Capelsebrug - Krimpen a/d IJssel,98,RET,205,0
BUS,Station Schiedam - Woudhoek,51,RET,21,0
BUS,Station Schiedam - Woudhoek,51,RET,21,0
BUS,Woudhoek - Station Schiedam Centrum,53,RET,22,0
BUS,Schiedam - Gorzen - Schiedam,54,RET,23,0
BUS,Schiedam - Gorzen - Schiedam,54,RET,23,0
BUS,Schiedam - Gorzen - Schiedam,54,RET,23,0
BUS,Vlaardingen West - Holy,56,RET,24,0
BUS,Vlaardingen West - Holy,56,RET,24,0
BUS,Vlaardingen West - Holy,56,RET,24,0
BUS,Hoogvliet Metro via Oudelande,61,RET,26,0
BUS,Hoogvliet Metro via Oudelande,61,RET,26,0
BUS,Hoogvliet Metro via Oudelande,61,RET,26,0
BUS,Hoogvliet Metro via Westpunt,62,RET,27,0
BUS,Hoogvliet Metro via Westpunt,62,RET,27,0
BUS,Hoogvliet Metro via Westpunt,62,RET,27,0
BUS,HVT - Zamlplaat - Binnenban - HVT,63,RET,28,0
BUS,HVT - Zamlplaat - Binnenban - HVT,63,RET,28,0
BUS,HVT - Zamlplaat - Binnenban - HVT,63,RET,28,0
TransportType,LineName,LinePublicNumber,DataOwnerCode,LinePlanningNumber,LineVeTagNumber
BUS,Borculo - Deventer,56,ARR,8056,56
BUS,Borculo - Deventer,56,ARR,8056,56
BUS,Neede - Lichtenvoorde,72,ARR,8072,72
BUS,Enschede - Winterswijk,73,ARR,8073,73
BUS,Enschede - Doetinchem,74,ARR,8074,74
BUS,Zutphen - Vorden,80,ARR,8080,80
BUS,Zutphen - Deventer,81,ARR,8081,81
BUS,Zutphen - Deventer,81,ARR,8081,81
BUS,Zutphen - Doetinchem,82,ARR,8082,82
BUS,Zutphen - Doetinchem,82,ARR,8082,82
BUS,Zutphen - Warnsveld,83,ARR,8083,83
BUS,Zutphen - Warnsveld,83,ARR,8083,83
BUS,Zutphen Station - Zutphen Zuidwijken,84,ARR,8084,84
BUS,Zutphen Station - Zutphen Zuidwijken,84,ARR,8084,84
BUS,Ruurlo - Aalten,191,ARR,8191,191
BUS,Zutphen via Wichmond - Kranenburg,193,ARR,8193,193
BUS,Zelhem via Dinxperlo - Aalten,194,ARR,8194,194
BUS,Megchelen - Terborg,195,ARR,8195,195
BUS,Nieuw-Dijk via Wehl - 's-Heerenberg,196,ARR,8196,196
BUS,'s-Heerenberg - Terborg,197,ARR,8197,197
BUS,Neede via Borculo - Groenlo,198,ARR,8198,198
BUS,Haaksbergen via Rekken - Eibergen,199,ARR,8199,199
BUS,Dinxperlo via Gendringen - Doetinchem,428,ARR,8428,28
BUS,Dinxperlo via Gendringen - Doetinchem,428,ARR,8428,28
BUS,Haaksbergen/Neede - Varsseveld,470,ARR,8470,70
BUS,Haaksbergen/Neede - Varsseveld,470,ARR,8470,70
BUS,Doetinchem Station - Sportpark Zuid,612,ARR,8612,212
BUS,Doetinchem Station - Graafschap College,623,ARR,8623,223
BUS,Vorden - Doetinchem,651,ARR,8651,251
BUS,Doetinchem - Apeldoorn,656,ARR,8656,256
BUS,Stokkum - Ulft,697,ARR,8697,297
TransportType,LineName,LinePublicNumber,DataOwnerCode,LinePlanningNumber,LineVeTagNumber
BUS,HVT - Binnenban - Zalmplaat - HVT,64,RET,29,0
BUS,HVT - Binnenban - Zalmplaat - HVT,64,RET,29,0
BUS,Station Alexander -Schollevaar,30,RET,3,0
BUS,Station Alexander -Schollevaar,30,RET,3,0
BUS,Station Alexander -Schollevaar,30,RET,3,0
BUS,Poortugaal M - Rhoon - Overhoeken - Poortugaal,65,RET,30,0
BUS,Zuidplein - Feijenoord - Zuidplein,66,RET,31,0
BUS,Zuidplein - Feijenoord - Zuidplein,66,RET,31,0
BUS,Zuidplein - Feijenoord - Zuidplein,66,RET,31,0
BUS,Zuidplein - Pendrecht,67,RET,32,0
BUS,Zuidplein - Heyplaat,68,RET,33,0
BUS,Zuidplein - Heyplaat,68,RET,33,0
BUS,Zuidplein - Heyplaat,68,RET,33,0
BUS,Zuidplein - Pernis,69,RET,34,0
BUS,Zuidplein Laag - Keizerswaard,70,RET,35,0
BUS,Zuidplein Laag - Keizerswaard,70,RET,35,0
BUS,Zuidplein Laag - Keizerswaard,70,RET,35,0
BUS,Zuidplein - Willem Egmondstraat,72,RET,37,0
BUS,Capelsebrug - Krimpen a/d IJssel,97,RET,380,0
BUS,Capelsebrug - Krimpen a/d IJssel,97,RET,380,0
BUS,Capelsebrug - Krimpen a/d IJssel,97,RET,380,0
BUS,Zuidplein - Keizerswaard,76,RET,39,0
BUS,Zuidplein - Keizerswaard,76,RET,39,0
BUS,Zuidplein - Keizerswaard,76,RET,39,0
BUS,Stat Alex - Oostgaarde - Stat Alex (Ringlijn),31,RET,4,0
BUS,Stat Alex - Oostgaarde - Stat Alex (Ringlijn),31,RET,4,0
BUS,Stat Alex - Oostgaarde - Stat Alex (Ringlijn),31,RET,4,0
BUS,Zuidplein - SS Rotterdam,77,RET,40,0
TransportType,LineName,LinePublicNumber,DataOwnerCode,LinePlanningNumber,LineVeTagNumber
BUS,Maarssen - Utrecht CS - Zeist,73,QBUZZ,u073,73
BUS,Leerdam - Utrecht,85,QBUZZ,u085,85
BUS,Leerdam - Utrecht,85,QBUZZ,u085,85
BUS,Leerdam - Utrecht,85,QBUZZ,u085,85
BUS,Leerdam - Utrecht,285,QBUZZ,u285,285
BUS,Lexmond - Leerdam - Ameide,703,QBUZZ,u703,703
BUS,Nieuwegein-Centrum naar IJsselstein-Zuid,161,QBUZZ,u961,161
BUS,Nieuwegein-Centrum naar IJsselstein-Zuid,161,QBUZZ,u961,161
BUS,Nieuwegein-Centrum naar IJsselstein-Zuid,161,QBUZZ,u961,161
TransportType,LineName,LinePublicNumber,DataOwnerCode,LinePlanningNumber,LineVeTagNumber
BUS,Zuidplein - SS Rotterdam,77,RET,40,0
BUS,Zuidplein - SS Rotterdam,77,RET,40,0
TRAM,Charlois - Keizerswaard,2,RET,42,0
TRAM,Charlois - Keizerswaard,2,RET,42,0
TRAM,Charlois - Keizerswaard,2,RET,42,0
TRAM,Molenlaan - Marconiplein,4,RET,43,0
TRAM,Molenlaan - Marconiplein,4,RET,43,0
TRAM,Molenlaan - Marconiplein,4,RET,43,0
TRAM,Woudestein - Willemsplein,7,RET,44,0
TRAM,Woudestein - Willemsplein,7,RET,44,0
TRAM,Woudestein - Willemsplein,7,RET,44,0
TRAM,Kleiweg - Spangen,8,RET,45,0
TRAM,Kleiweg - Spangen,8,RET,45,0
TRAM,Kleiweg - Spangen,8,RET,45,0
TRAM,De Esch - Woudhoek,21,RET,47,0
TransportType,LineName,LinePublicNumber,DataOwnerCode,LinePlanningNumber,LineVeTagNumber
TRAM,De Esch - Woudhoek,21,RET,47,0
TRAM,De Esch - Woudhoek,21,RET,47,0
TRAM,Beverwaard - Marconiplein,23,RET,48,0
TRAM,Beverwaard - Marconiplein,23,RET,48,0
TRAM,Beverwaard - Marconiplein,23,RET,48,0
BUS,Station Barendrecht - Zuidplein,84,RET,480,0
BUS,Station Barendrecht - Zuidplein,84,RET,480,0
BUS,Station Barendrecht - Zuidplein,84,RET,480,0
BUS,Overschie-Noordereiland,32,RET,5,0
BUS,Overschie-Noordereiland,32,RET,5,0
BUS,Overschie-Noordereiland,32,RET,5,0
TRAM,Carnisselande - Schiebroek,25,RET,50,0
TRAM,Carnisselande - Schiebroek,25,RET,50,0
TransportType,LineName,LinePublicNumber,DataOwnerCode,LinePlanningNumber,LineVeTagNumber
TRAM,Carnisselande - Schiebroek,25,RET,50,0
BUS,Zuidplein - Portland,82,RET,500,0
BUS,Zuidplein - Portland,82,RET,500,0
BUS,Zuidplein - Portland,82,RET,500,0
BUS,Station Schiedam - Maassluis,126,RET,580,0
BUS,Station Schiedam - Maassluis,126,RET,580,0
BUS,Zoetermeer - Station Rodenrijs,170,RET,581,0
BUS,Zoetermeer - Station Rodenrijs,170,RET,581,0
BUS,Zoetermeer - Station Rodenrijs,170,RET,581,0
BUS,Centraal Station - Rotterdam Airport,33,RET,6,0
BUS,Centraal Station - Rotterdam Airport,33,RET,6,0
BUS,Centraal Station - Rotterdam Airport,33,RET,6,0
BUS,Station Rodenrijs - Lansingerland,173,RET,600,0
BUS,Station Rodenrijs - Lansingerland,173,RET,600,0
BUS,Station Rodenrijs - Lansingerland,173,RET,600,0
BUS,Station Noord - Station Delft,174,RET,601,0
BUS,Station Noord - Station Delft,174,RET,601,0
BUS,Station Noord - Station Delft,174,RET,601,0
BUS,Kralingsezoom - Slikkerveer,140,RET,620,0
BUS,Zuidplein - Ridderkerk,143,RET,621,0
BUS,Zuidplein - Ridderkerk,143,RET,621,0
BUS,Zuidplein - Ridderkerk Drievliet,144,RET,622,0
BUS,Zuidplein - Ridderkerk Drievliet,144,RET,622,0
BUS,Zuidplein - Ridderkerk Drievliet,144,RET,622,0
BUS,Zuidplein - Ridderkerk Drievliet,146,RET,641,0
BUS,Zuidplein - Ridderkerk Drievliet,146,RET,641,0
BUS,Zuidplein - Ridderkerk Drievliet,146,RET,641,0
TransportType,LineName,LinePublicNumber,DataOwnerCode,LinePlanningNumber,LineVeTagNumber
BUS,Zuidplein - Kralingse Zoom,183,RET,642,0
BUS,Zuidplein - Kralingse Zoom,183,RET,642,0
BUS,Zuidplein - Barendrecht Bedrijventerrein,187,RET,644,0
BUS,Ridderkerk (Spinozastraat ) - Kralingsezoom,245,RET,645,0
BUS,Zuidplein - Ridderkerk ( Donkersloot ),290,RET,646,0
BUS,Station Melanchtonweg - Station Alexander,35,RET,7,0
BUS,Station Melanchtonweg - Station Alexander,35,RET,7,0
BUS,Station Melanchtonweg - Station Alexander,35,RET,7,0
BUS,Station Alexander - Station Kralingse Zoom,36,RET,8,0
BUS,Station Alexander - Station Kralingse Zoom,36,RET,8,0
BUS,Station Alexander - Station Kralingse Zoom,36,RET,8,0
TRAM,De Esch - Holy,24,RET,820,0
TRAM,De Esch - Holy,24,RET,820,0
TRAM,De Esch - Holy,24,RET,820,0
BUS,Station Alexander - Capelsebrug,37,RET,9,0
BUS,Station Alexander - Capelsebrug,37,RET,9,0
BUS,Pendelbus metro HVT-SLG,709,RET,943,0
BUS,Pendelbus metro HVT-SLG,709,RET,943,0
BUS,Pendelbus metro HVT-SLG,709,RET,943,0
BUS,Slinge - Kralingsezoom,283,RET,983,0
METRO,A lijn,A,RET,M006,0
METRO,A lijn,A,RET,M006,0
METRO,A lijn,A,RET,M006,0
TransportType,LineName,LinePublicNumber,DataOwnerCode,LinePlanningNumber,LineVeTagNumber
METRO,B lijn,B,RET,M007,0
METRO,B lijn,B,RET,M007,0
METRO,B lijn,B,RET,M007,0
METRO,C lijn,C,RET,M008,0
METRO,C lijn,C,RET,M008,0
METRO,C lijn,C,RET,M008,0
METRO,D lijn,D,RET,M009,0
METRO,D lijn,D,RET,M009,0
METRO,D lijn,D,RET,M009,0
METRO,E lijn,E,RET,M010,0
METRO,E lijn,E,RET,M010,0
TransportType,LineName,LinePublicNumber,DataOwnerCode,LinePlanningNumber,LineVeTagNumber
METRO,E lijn,E,RET,M010,0
BUS,Station Schiedam - Cs - Crooswijk,38,RET,10,0
BUS,Station Schiedam - Cs - Crooswijk,38,RET,10,0
BUS,Station Schiedam - Cs - Crooswijk,38,RET,10,0
BUS,Zuidplein - Centraal Station,44,RET,15,0
BUS,Zuidplein - Centraal Station,44,RET,15,0
BUS,Zuidplein - Centraal Station,44,RET,15,0
BUS,Kralingse Zoom - Keizerswaard,83,RET,192,0
BUS,Kralingse Zoom - Keizerswaard,83,RET,192,0
BUS,Kralingse Zoom - Keizerswaard,83,RET,192,0
BUS,Capelsebrug - Krimpen a/d IJssel,98,RET,205,0
BUS,Capelsebrug - Krimpen a/d IJssel,98,RET,205,0
BUS,Capelsebrug - Krimpen a/d IJssel,98,RET,205,0
BUS,Schiedam - Gorzen - Schiedam,54,RET,23,0
BUS,Schiedam - Gorzen - Schiedam,54,RET,23,0
BUS,Schiedam - Gorzen - Schiedam,54,RET,23,0
BUS,Vlaardingen West - Holy,56,RET,24,0
BUS,Vlaardingen West - Holy,56,RET,24,0
BUS,Vlaardingen West - Holy,56,RET,24,0
BUS,Station Alexander -Schollevaar,30,RET,3,0
BUS,Station Alexander -Schollevaar,30,RET,3,0
BUS,Station Alexander -Schollevaar,30,RET,3,0
BUS,Capelsebrug - Krimpen a/d IJssel,97,RET,380,0
BUS,Capelsebrug - Krimpen a/d IJssel,97,RET,380,0
BUS,Capelsebrug - Krimpen a/d IJssel,97,RET,380,0
BUS,Stat Alex - Oostgaarde - Stat Alex (Ringlijn),31,RET,4,0
BUS,Stat Alex - Oostgaarde - Stat Alex (Ringlijn),31,RET,4,0
BUS,Stat Alex - Oostgaarde - Stat Alex (Ringlijn),31,RET,4,0
BUS,Station Barendrecht - Zuidplein,84,RET,480,0
TransportType,LineName,LinePublicNumber,DataOwnerCode,LinePlanningNumber,LineVeTagNumber
BUS,Station Barendrecht - Zuidplein,84,RET,480,0
BUS,Station Barendrecht - Zuidplein,84,RET,480,0
BUS,Overschie-Noordereiland,32,RET,5,0
BUS,Overschie-Noordereiland,32,RET,5,0
BUS,Overschie-Noordereiland,32,RET,5,0
BUS,Zoetermeer - Station Rodenrijs,170,RET,581,0
BUS,Zoetermeer - Station Rodenrijs,170,RET,581,0
BUS,Zoetermeer - Station Rodenrijs,170,RET,581,0
BUS,Centraal Station - Rotterdam Airport,33,RET,6,0
BUS,Centraal Station - Rotterdam Airport,33,RET,6,0
BUS,Centraal Station - Rotterdam Airport,33,RET,6,0
BUS,Station Rodenrijs - Lansingerland,173,RET,600,0
BUS,Station Rodenrijs - Lansingerland,173,RET,600,0
BUS,Station Rodenrijs - Lansingerland,173,RET,600,0
BUS,Station Noord - Station Delft,174,RET,601,0
BUS,Station Noord - Station Delft,174,RET,601,0
BUS,Station Noord - Station Delft,174,RET,601,0
BUS,Zuidplein - Ridderkerk Drievliet,144,RET,622,0
BUS,Zuidplein - Ridderkerk Drievliet,144,RET,622,0
BUS,Zuidplein - Ridderkerk Drievliet,144,RET,622,0
TransportType,LineName,LinePublicNumber,DataOwnerCode,LinePlanningNumber,LineVeTagNumber
BUS,Zuidplein - Ridderkerk Drievliet,146,RET,641,0
BUS,Zuidplein - Ridderkerk Drievliet,146,RET,641,0
BUS,Zuidplein - Ridderkerk Drievliet,146,RET,641,0
BUS,Station Melanchtonweg - Station Alexander,35,RET,7,0
BUS,Station Melanchtonweg - Station Alexander,35,RET,7,0
BUS,Station Melanchtonweg - Station Alexander,35,RET,7,0
BUS,Station Alexander - Station Kralingse Zoom,36,RET,8,0
BUS,Station Alexander - Station Kralingse Zoom,36,RET,8,0
BUS,Station Alexander - Station Kralingse Zoom,36,RET,8,0
TRAM,Charlois - Keizerswaard,2,RET,42,0
TRAM,Charlois - Keizerswaard,2,RET,42,0
TRAM,Beverwaard - Marconiplein,23,RET,48,0
TRAM,Beverwaard - Marconiplein,23,RET,48,0
TRAM,Carnisselande - Schiebroek,25,RET,50,0
TRAM,Carnisselande - Schiebroek,25,RET,50,0
