Version;Implicit;DataOwnerCode;UserStopCode;TimingPointCode;GetIn;GetOut;Name;Town;UserStopAreaCode;StopSideCode;RoadSideEqDataOwnerCode;RoadSideEqUnitNumber;MinimalStopTime;StopSideLength;Description;UserStopType;QuayCode
1;true;CXX;76600410;76600410;1;1;Vlissingen, Papegaaienburg;Vlissingen;vlipap;;;;0;;;PASSENGER;
1;true;CXX;76600430;76600430;1;1;Vlissingen, Westerzicht;Vlissingen;vliwes;;;;0;;;PASSENGER;
1;true;CXX;76600440;76600440;1;1;Oost-Souburg, Lekstraat;Oost-Souburg;;;;;0;;;PASSENGER;
1;true;CXX;76600450;76600450;1;1;West-Souburg, Brug/Station;West-Souburg;wsobrg;;;;0;;;PASSENGER;
1;true;CXX;76600470;76600470;1;1;Vlissingen, Sloeweg;Vlissingen;vlislo;;;;0;;;PASSENGER;
1;true;CXX;76600490;76600490;1;1;Vlissingen, Paauwenburgweg;Vlissingen;vlipau;;;;0;;;PASSENGER;
1;true;CXX;76600500;76600500;1;1;Oost-Souburg, De Zwaan;Oost-Souburg;souzw;;;;0;;;PASSENGER;
1;true;CXX;76600510;76600510;1;1;Vlissingen, v.Hogendorpweg;Vlissingen;;;;;0;;;PASSENGER;
1;true;CXX;76600530;76600530;1;1;Vlissingen, Troelstraweg;Vlissingen;vlitro;;;;0;;;PASSENGER;
1;true;CXX;76600540;76600540;1;1;Vlissingen, Prins Hendrikweg;Vlissingen;vliphe;;;;0;;;PASSENGER;
1;true;CXX;76600570;76600570;1;1;Vlissingen, P.Krugerstraat;Vlissingen;vlikru;;;;0;;;PASSENGER;
1;true;CXX;76600590;76600590;1;1;Vlissingen, Bonedijkestraat;Vlissingen;vlibon;;;;0;;;PASSENGER;
1;true;CXX;76600640;76600640;1;1;Vlissingen, P.Krugerstraat;Vlissingen;vlikru;;;;0;;;PASSENGER;
1;true;CXX;76600700;76600700;1;1;Vlissingen, Bonedijkestraat;Vlissingen;vlibon;;;;0;;;PASSENGER;
1;true;CXX;76600711;76600711;1;1;Vlissingen, Bloemenlaan;Vlissingen;vliblo;;;;0;;;PASSENGER;
1;true;CXX;76600721;76600721;1;1;Vlissingen, Bloemenlaan;Vlissingen;vliblo;;;;0;;;PASSENGER;
1;true;CXX;76600790;76600790;1;1;Oost-Souburg, Karolingenbaan;Oost-Souburg;soukar;;;;0;;;PASSENGER;
1;true;CXX;76600800;76600800;1;1;Oost-Souburg, Karolingenbaan;Oost-Souburg;soukar;;;;0;;;PASSENGER;
1;true;CXX;76610010;76610010;1;1;Koudekerke, Middelburgsestraat;Koudekerke;koumid;;;;0;;;PASSENGER;
1;true;CXX;76610020;76610020;1;1;Biggekerke, Kaasboerweg;Biggekerke;;;;;0;;;PASSENGER;
1;true;CXX;76610040;76610040;1;1;Biggekerke, Herv. Kerk;Biggekerke;bigker;;;;0;;;PASSENGER;
1;true;CXX;76610050;76610050;1;1;Koudekerke, Vliedberg;Koudekerke;kouvli;;;;0;;;PASSENGER;
1;true;CXX;76610060;76610060;1;1;Biggekerke, Dorpsstraat;Biggekerke;bigdor;;;;0;;;PASSENGER;
1;true;CXX;76610080;76610080;1;1;Biggekerke, Koene;Biggekerke;;;;;0;;;PASSENGER;
1;true;CXX;76610100;76610100;1;1;Koudekerke, Strandweg;Koudekerke;;;;;0;;;PASSENGER;
1;true;CXX;76610110;76610110;1;1;Koudekerke, de Ruyterstraat;Koudekerke;;;;;0;;;PASSENGER;
1;true;CXX;76610121;76610121;1;1;Koudekerke, de Ruyterstraat;Koudekerke;;;;;0;;;PASSENGER;
1;true;CXX;76610130;76610130;1;1;Koudekerke, Strandweg;Koudekerke;;;;;0;;;PASSENGER;
1;true;CXX;76610150;76610150;1;1;Biggekerke, Koene;Biggekerke;;;;;0;;;PASSENGER;
1;true;CXX;76610170;76610170;1;1;Biggekerke, Dorpsstraat;Biggekerke;bigdor;;;;0;;;PASSENGER;
1;true;CXX;76610190;76610190;1;1;Biggekerke, Herv. Kerk;Biggekerke;bigker;;;;0;;;PASSENGER;
1;true;CXX;76610200;76610200;1;1;Koudekerke, Middelburgsestraat;Koudekerke;koumid;;;;0;;;PASSENGER;
1;true;CXX;76610211;76610211;1;1;Koudekerke, Beatrixlaan;Koudekerke;koubea;;;;0;;;PASSENGER;
1;true;CXX;76610220;76610220;1;1;Koudekerke, Beatrixlaan;Koudekerke;koubea;;;;0;;;PASSENGER;
1;true;CXX;76620020;76620020;1;1;Serooskerke, Kleine Putweg;Serooskerke;;;;;0;;;PASSENGER;
1;true;CXX;76620030;76620030;1;1;St.Laurens, Noordweg;St.Laurens;;;;;0;;;PASSENGER;
1;true;CXX;76620040;76620040;1;1;Serooskerke, Vakantieoord;Serooskerke;;;;;0;;;PASSENGER;
1;true;CXX;76620050;76620050;1;1;St.Laurens, Boudaenlaan;St.Laurens;stlgem;;;;0;;;PASSENGER;
1;true;CXX;76620060;76620060;1;1;Serooskerke, Welgelegen;Serooskerke;;;;;0;;;PASSENGER;
1;true;CXX;76620070;76620070;1;1;St.Laurens, Noorddorpsweg;St.Laurens;;;;;0;;;PASSENGER;
1;true;CXX;76620080;76620080;1;1;Serooskerke, Noordweg;Serooskerke;sernoo;;;;0;;;PASSENGER;
1;true;CXX;76620090;76620090;1;1;Serooskerke, Wilgenhoekweg;Serooskerke;;;;;0;;;PASSENGER;
1;true;CXX;76620100;76620100;1;1;Serooskerke, Gapingseweg;Serooskerke;serwes;;;;0;;;PASSENGER;
1;true;CXX;76620110;76620110;1;1;Serooskerke, Gapingseweg;Serooskerke;serwes;;;;0;;;PASSENGER;
1;true;CXX;76620120;76620120;1;1;St.Laurens, Noorddorpsweg;St.Laurens;;;;;0;;;PASSENGER;
1;true;CXX;76620130;76620130;1;1;Serooskerke, Noordweg;Serooskerke;sernoo;;;;0;;;PASSENGER;
1;true;CXX;76620140;76620140;1;1;St.Laurens, Boudaenlaan;St.Laurens;stlgem;;;;0;;;PASSENGER;
1;true;CXX;76620150;76620150;1;1;Serooskerke, Welgelegen;Serooskerke;;;;;0;;;PASSENGER;
1;true;CXX;76620160;76620160;1;1;St.Laurens, Noordweg;St.Laurens;;;;;0;;;PASSENGER;
1;true;CXX;76620170;76620170;1;1;Serooskerke, Vakantieoord;Serooskerke;;;;;0;;;PASSENGER;
1;true;CXX;76620180;76620180;1;1;Serooskerke, Olmenveld;Serooskerke;;;;;0;;;PASSENGER;
1;true;CXX;76620190;76620190;1;1;Serooskerke, Olmenveld;Serooskerke;;;;;0;;;PASSENGER;
1;true;CXX;76620200;76620200;1;1;Serooskerke, Wilgenhoekweg;Serooskerke;;;;;0;;;PASSENGER;
1;true;CXX;76640010;76640010;1;1;Buttinge, Dorp;Buttinge;butdor;;;;0;;;PASSENGER;
1;true;CXX;76640030;76640030;1;1;Grijpskerke, Molenstraat;Grijpskerke;grimol;;;;0;;;PASSENGER;
1;true;CXX;76640040;76640040;1;1;Aagtekerke, Burg.Bosselaarstraat;Aagtekerke;aagrab;;;;0;;;PASSENGER;
1;true;CXX;76640050;76640050;1;1;Aagtekerke, Burg.Bosselaarstraat;Aagtekerke;aagrab;;;;0;;;PASSENGER;
1;true;CXX;76640060;76640060;1;1;Grijpskerke, Molenstraat;Grijpskerke;grimol;;;;0;;;PASSENGER;
1;true;CXX;76640080;76640080;1;1;Buttinge, Dorp;Buttinge;butdor;;;;0;;;PASSENGER;
1;true;CXX;76640090;76640090;1;1;Grijpskerke, Oostkapelseweg;Grijpskerke;;;;;0;;;PASSENGER;
1;true;CXX;76640100;76640100;1;1;Grijpskerke, Oostkapelseweg;Grijpskerke;;;;;0;;;PASSENGER;
1;true;CXX;76680030;76680030;1;1;Veere, Vioskeweg;Veere;;;;;0;;;PASSENGER;
1;true;CXX;76680060;76680060;1;1;Veere, Kaai;Veere;veekad;;;;0;;;PASSENGER;
1;true;CXX;76680070;76680070;1;1;Veere, Zanddijk;Veere;veezan;;;;0;;;PASSENGER;
1;true;CXX;76680071;76680071;1;1;Veere, Zanddijk;Veere;veezan;;;;0;;;PASSENGER;
1;true;CXX;76680080;76680080;1;1;Veere, Kerk;Veere;veeker;;;;0;;;PASSENGER;
1;true;CXX;76680100;76680100;1;1;Gapinge, Kerk;Gapinge;gapkrk;;;;0;;;PASSENGER;
1;true;CXX;76680110;76680110;1;1;Veere, Kerk;Veere;veeker;;;;0;;;PASSENGER;
1;true;CXX;76680130;76680130;1;1;Veere, Kaai;Veere;veekad;;;;0;;;PASSENGER;
1;true;CXX;76680150;76680150;1;1;Veere, Nieuw-Sandenburgh;Veere;veesan;;;;0;;;PASSENGER;
1;true;CXX;76680170;76680170;1;1;Gapinge, Kerk;Gapinge;gapkrk;;;;0;;;PASSENGER;
1;true;CXX;76680180;76680180;1;1;Veere, Vioskeweg;Veere;;;;;0;;;PASSENGER;
1;true;CXX;76680210;76680210;1;1;Veere, Langedam;Veere;veelan;;;;0;;;PASSENGER;
1;true;CXX;76680220;76680220;1;1;Veere, Langedam;Veere;veelan;;;;0;;;PASSENGER;
1;true;CXX;76690020;76690020;1;1;Vrouwenpolder, Veersedam Zuid;Vrouwenpolder;;;;;0;;;PASSENGER;
1;true;CXX;76690040;76690040;1;1;Vrouwenpolder, N57;Vrouwenpolder;vrodrp;;;;0;;;PASSENGER;
1;true;CXX;76690050;76690050;1;1;Vrouwenpolder, N57;Vrouwenpolder;vrodrp;;;;0;;;PASSENGER;
1;true;CXX;76690070;76690070;1;1;Vrouwenpolder, Veersedam Zuid;Vrouwenpolder;;;;;0;;;PASSENGER;
1;true;CXX;76710010;76710010;1;1;Biggekerke, Kaasboerweg;Biggekerke;;;;;0;;;PASSENGER;
1;true;CXX;76710020;76710020;1;1;Westkapelle, Joossesweg;Westkapelle;wskjoo;;;;0;;;PASSENGER;
1;true;CXX;76710030;76710030;1;1;Meliskerke, Dorp;Meliskerke;mlkdor;;;;0;;;PASSENGER;
1;true;CXX;76710050;76710050;1;1;Meliskerke, Blauwpoortseweg;Meliskerke;;;;;0;;;PASSENGER;
1;true;CXX;76710060;76710060;1;1;Zoutelande, Melsesweg;Zoutelande;;;;;0;;;PASSENGER;
1;true;CXX;76710070;76710070;1;1;Zoutelande, Langendam;Zoutelande;zoulan;;;;0;;;PASSENGER;
1;true;CXX;76710080;76710080;1;1;Zoutelande, Het Kustlicht;Zoutelande;zoukus;;;;0;;;PASSENGER;
1;true;CXX;76710090;76710090;1;1;Zoutelande, Nieuwstraat;Zoutelande;zounie;;;;0;;;PASSENGER;
1;true;CXX;76710120;76710120;1;1;Zoutelande, Nieuwstraat;Zoutelande;zounie;;;;0;;;PASSENGER;
1;true;CXX;76710130;76710130;1;1;Zoutelande, Het Kustlicht;Zoutelande;zoukus;;;;0;;;PASSENGER;
1;true;CXX;76710140;76710140;1;1;Zoutelande, Langendam;Zoutelande;zoulan;;;;0;;;PASSENGER;
1;true;CXX;76710150;76710150;1;1;Zoutelande, Melsesweg;Zoutelande;;;;;0;;;PASSENGER;
1;true;CXX;76710160;76710160;1;1;Meliskerke, Blauwpoortseweg;Meliskerke;;;;;0;;;PASSENGER;
1;true;CXX;76710180;76710180;1;1;Meliskerke, Dorp;Meliskerke;mlkdor;;;;0;;;PASSENGER;
1;true;CXX;76720010;76720010;1;1;Oostkapelle, Kleine Putweg;Oostkapelle;;;;;0;;;PASSENGER;
1;true;CXX;76720030;76720030;1;1;Oostkapelle, Rijnsburgseweg;Oostkapelle;;;;;0;;;PASSENGER;
1;true;CXX;76720040;76720040;1;1;Oostkapelle, Egelantier;Oostkapelle;;;;;0;;;PASSENGER;
1;true;CXX;76720050;76720050;1;1;Oostkapelle, Iepenoord;Oostkapelle;;;;;0;;;PASSENGER;
1;true;CXX;76720060;76720060;1;1;Oostkapelle, Steengrachtstraat;Oostkapelle;ookste;;;;0;;;PASSENGER;
1;true;CXX;76720080;76720080;1;1;Oostkapelle, Molenweg;Oostkapelle;ookmol;;;;0;;;PASSENGER;
1;true;CXX;76720110;76720110;1;1;Oostkapelle, Egelantier;Oostkapelle;;;;;0;;;PASSENGER;
1;true;CXX;76720120;76720120;1;1;Oostkapelle, Iepenoord;Oostkapelle;;;;;0;;;PASSENGER;
1;true;CXX;76720130;76720130;1;1;Oostkapelle, Steengrachtstraat;Oostkapelle;ookste;;;;0;;;PASSENGER;
1;true;CXX;76720140;76720140;1;1;Oostkapelle, Rijnsburgseweg;Oostkapelle;;;;;0;;;PASSENGER;
1;true;CXX;76720150;76720150;1;1;Oostkapelle, Molenweg;Oostkapelle;ookmol;;;;0;;;PASSENGER;
1;true;CXX;76720160;76720160;1;1;Oostkapelle, Randduinweg;Oostkapelle;ookdun;;;;0;;;PASSENGER;
1;true;CXX;76720170;76720170;1;1;Oostkapelle, Randduinweg;Oostkapelle;ookdun;;;;0;;;PASSENGER;
1;true;CXX;76810010;76810010;1;1;Westkapelle, Joossesweg;Westkapelle;wskjoo;;;;0;;;PASSENGER;
1;true;CXX;76810020;76810020;1;1;Westkapelle, Hogeweg;Westkapelle;;;;;0;;;PASSENGER;
1;true;CXX;76810030;76810030;1;1;Westkapelle, Grindweg;Westkapelle;wskbad;;;;0;;;PASSENGER;
1;true;CXX;76810040;76810040;1;1;Westkapelle, Zeedijk;Westkapelle;;;;;0;;;PASSENGER;
1;true;CXX;76810050;76810050;1;1;Westkapelle, Dreefje;Westkapelle;wskdre;;;;0;;;PASSENGER;
1;true;CXX;76810060;76810060;1;1;Westkapelle, Zuidstraat;Westkapelle;;;;;0;;;PASSENGER;
1;true;CXX;76810061;76810061;1;1;Westkapelle, Zuidstraat;Westkapelle;wskzui;;;;0;;;PASSENGER;
1;true;CXX;76810070;76810070;1;1;Westkapelle, Markt;Westkapelle;wskgem;;;;0;;;PASSENGER;
1;true;CXX;76810080;76810080;1;1;Westkapelle, Markt;Westkapelle;wskgem;;;;0;;;PASSENGER;
1;true;CXX;76810100;76810100;1;1;Westkapelle, Dreefje;Westkapelle;wskdre;;;;0;;;PASSENGER;
1;true;CXX;76810110;76810110;1;1;Westkapelle, Zeedijk;Westkapelle;;;;;0;;;PASSENGER;
1;true;CXX;76810120;76810120;1;1;Westkapelle, Grindweg;Westkapelle;wskbad;;;;0;;;PASSENGER;
1;true;CXX;76810130;76810130;1;1;Aagtekerke, Sint Jan ten Heere;Aagtekerke;stjhee;;;;0;;;PASSENGER;
1;true;CXX;76810140;76810140;1;1;Aagtekerke, Sint Jan ten Heere;Aagtekerke;stjhee;;;;0;;;PASSENGER;
1;true;CXX;76810150;76810150;1;1;Westkapelle, Zorgcentrum De Kreek;Westkapelle;wskkre;;;;0;;;PASSENGER;
1;true;CXX;76810160;76810160;1;1;Westkapelle, Domineeshofweg;Westkapelle;;;;;0;;;PASSENGER;
1;true;CXX;76810170;76810170;1;1;Westkapelle, Domineeshofweg;Westkapelle;;;;;0;;;PASSENGER;
1;true;CXX;76820020;76820020;1;1;Westkapelle, Hogeweg;Westkapelle;;;;;0;;;PASSENGER;
1;true;CXX;76820040;76820040;1;1;Domburg, K.de Vosweg;Domburg;domvos;;;;0;;;PASSENGER;
1;true;CXX;76820050;76820050;1;1;Oostkapelle, Kasteel Westhove;Oostkapelle;ookwes;;;;0;;;PASSENGER;
1;true;CXX;76820060;76820060;1;1;Domburg, Hof Domburg;Domburg;;;;;0;;;PASSENGER;
1;true;CXX;76820080;76820080;1;1;Domburg, Molen;Domburg;dommol;;;;0;;;PASSENGER;
1;true;CXX;76820090;76820090;1;1;Domburg, Villapark;Domburg;domvil;;;;0;;;PASSENGER;
1;true;CXX;76820101;76820101;1;1;Domburg, Schuitvlotstraat;Domburg;domsch;;;;0;;;PASSENGER;
1;true;CXX;76820111;76820111;1;1;Domburg, Markt;Domburg;domgem;;;;0;;;PASSENGER;
1;true;CXX;76820120;76820120;1;1;Domburg, Villapark;Domburg;domvil;;;;0;;;PASSENGER;
1;true;CXX;76820130;76820130;1;1;Domburg, Hof Domburg;Domburg;;;;;0;;;PASSENGER;
1;true;CXX;76820150;76820150;1;1;Domburg, K.de Vosweg;Domburg;domvos;;;;0;;;PASSENGER;
1;true;CXX;76820160;76820160;1;1;Oostkapelle, Kasteel Westhove;Oostkapelle;ookwes;;;;0;;;PASSENGER;
1;true;CXX;76820170;76820170;1;1;Domburg, Molen;Domburg;dommol;;;;0;;;PASSENGER;
1;true;CXX;76820190;76820190;1;1;Domburg, Schelpweg;Domburg;domscp;;;;0;;;PASSENGER;
1;true;CXX;76820200;76820200;1;1;Domburg, Singel;Domburg;domsin;;;;0;;;PASSENGER;
1;true;CXX;76820210;76820210;1;1;Domburg, Trommelweg;Domburg;;;;;0;;;PASSENGER;
1;true;CXX;76820220;76820220;1;1;Domburg, Trommelweg;Domburg;;;;;0;;;PASSENGER;
1;true;CXX;76820280;76820280;1;1;Domburg, Singel;Domburg;domsin;;;;0;;;PASSENGER;
1;true;CXX;77120020;77120020;1;1;Kapelle, Kerkplein;Kapelle;kapker;;;;0;;;PASSENGER;
1;true;CXX;77120030;77120030;1;1;Biezelinge, Middenweg;Biezelinge;;;;;0;;;PASSENGER;
1;true;CXX;77120050;77120050;1;1;Biezelinge, Hoofdstraat;Biezelinge;bizroo;;;;0;;;PASSENGER;
1;true;CXX;77120070;77120070;1;1;Biezelinge, Nieuwe Kerkstraat;Biezelinge;bizjag;;;;0;;;PASSENGER;
1;true;CXX;77120080;77120080;1;1;Kapelle, Kerkplein;Kapelle;kapker;;;;0;;;PASSENGER;
1;true;CXX;77120090;77120090;1;1;Kapelle, Cederlaan;Kapelle;kapwin;;;;0;;;PASSENGER;
1;true;CXX;77120100;77120100;1;1;Kapelle, Mauritsstraat;Kapelle;;;;;0;;;PASSENGER;
1;true;CXX;77120110;77120110;1;1;Kapelle, C.D.Vereekestraat;Kapelle;;;;;0;;;PASSENGER;
1;true;CXX;77120120;77120120;1;1;Kapelle, Kasteelstraat;Kapelle;kapkas;;;;0;;;PASSENGER;
1;true;CXX;77120130;77120130;1;1;Kapelle, Mauritsstraat;Kapelle;;;;;0;;;PASSENGER;
1;true;CXX;77120140;77120140;1;1;Kapelle, C.D.Vereekestraat;Kapelle;;;;;0;;;PASSENGER;
1;true;CXX;77120150;77120150;1;1;Kapelle, Kasteelstraat;Kapelle;kapkas;;;;0;;;PASSENGER;
1;true;CXX;77120160;77120160;1;1;Kapelle, Cederlaan;Kapelle;kapwin;;;;0;;;PASSENGER;
1;true;CXX;77120180;77120180;1;1;Biezelinge, Nieuwe Kerkstraat;Biezelinge;bizjag;;;;0;;;PASSENGER;
1;true;CXX;77120200;77120200;1;1;Biezelinge, Hoofdstraat;Biezelinge;bizroo;;;;0;;;PASSENGER;
1;true;CXX;77120220;77120220;1;1;Biezelinge, Middenweg;Biezelinge;;;;;0;;;PASSENGER;
1;true;CXX;77120230;77120230;1;1;Kapelle, Noordweg;Kapelle;kapnoo;;;;0;;;PASSENGER;
1;true;CXX;77120240;77120240;1;1;Kapelle, Noordweg;Kapelle;kapnoo;;;;0;;;PASSENGER;
1;true;CXX;77120280;77120280;1;1;Kapelle, Station;Kapelle;kapns;;;;0;;;PASSENGER;
1;true;CXX;77120290;77120290;1;1;Kapelle, Station;Kapelle;kapns;;;;0;;;PASSENGER;
1;true;CXX;77130010;77130010;1;1;Kattendijke, Dorpsstraat;Kattendijke;katdrp;;;;0;;;PASSENGER;
1;true;CXX;77130020;77130020;1;1;Kattendijke, Dorpsstraat;Kattendijke;katdrp;;;;0;;;PASSENGER;
1;true;CXX;77150010;77150010;1;1;'s-Gravenpolder, Korte Koedijk;'s-Gravenpolder;grakk;;;;0;;;PASSENGER;
1;true;CXX;77150070;77150070;1;1;'s-Gravenpolder, Goesestraatweg;'s-Gravenpolder;gragoe;;;;0;;;PASSENGER;
1;true;CXX;77150100;77150100;1;1;'s-Gravenpolder, Korte Koedijk;'s-Gravenpolder;grakk;;;;0;;;PASSENGER;
1;true;CXX;77150130;77150130;1;1;'s-Gravenpolder, Schuitweg;'s-Gravenpolder;grasch;;;;0;;;PASSENGER;
1;true;CXX;77150140;77150140;1;1;'s-Gravenpolder, Schuitweg;'s-Gravenpolder;grasch;;;;0;;;PASSENGER;
1;true;CXX;77150170;77150170;1;1;'s-Gravenpolder, Klimopplein;'s-Gravenpolder;grawil;;;;0;;;PASSENGER;
1;true;CXX;77150180;77150180;1;1;'s-Gravenpolder, Klimopplein;'s-Gravenpolder;grawil;;;;0;;;PASSENGER;
1;true;CXX;77150190;77150190;1;1;'s-Gravenpolder, Populierestraat;'s-Gravenpolder;;;;;0;;;PASSENGER;
1;true;CXX;77150200;77150200;1;1;'s-Gravenpolder, Populierestraat;'s-Gravenpolder;;;;;0;;;PASSENGER;
1;true;CXX;77220010;77220010;1;1;Wemeldinge, Bonzijweg;Wemeldinge;wembon;;;;0;;;PASSENGER;
1;true;CXX;77220020;77220020;1;1;Wemeldinge, Spoorlaan;Wemeldinge;wemspl;;;;0;;;PASSENGER;
1;true;CXX;77220030;77220030;1;1;Wemeldinge, Julianastraat;Wemeldinge;wemjul;;;;0;;;PASSENGER;
